miRNA,Lung_F1,Lung_F2,Lung_F3,Lung_M1,Lung_M2,Lung_M3
mmu-let-7a-1-3p/7c-2-3p,962.0,901.0,345.0,201.0,389.0,298.0
mmu-let-7a-2-3p,0.0,0.0,0.0,7.0,5.0,5.0
mmu-let-7a-5p,56102.0,42749.0,38150.0,78875.0,131515.0,111151.0
mmu-let-7b-3p,990.0,809.0,361.0,782.0,844.0,785.0
mmu-let-7b-5p,23479.0,19559.0,13924.0,40197.0,54801.0,58068.0
mmu-let-7c-1-3p,11.0,10.0,0.0,3.0,13.0,8.0
mmu-let-7c-5p,79417.0,60642.0,46252.0,157558.0,203035.0,226476.0
mmu-let-7d-3p,2572.0,2255.0,1142.0,1781.0,2833.0,2171.0
mmu-let-7d-5p,6948.0,5311.0,4223.0,19601.0,26700.0,27719.0
mmu-let-7e-3p,134.0,103.0,32.0,47.0,100.0,79.0
mmu-let-7e-5p/7k,4895.0,3427.0,2742.0,5954.0,10222.0,8669.0
mmu-let-7f-1-3p,0.0,0.0,0.0,0.0,92.0,109.0
mmu-let-7f-2-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-let-7f-5p,159718.0,109494.0,115174.0,237334.0,333838.0,325136.0
mmu-let-7g-3p,81.0,94.0,29.0,28.0,32.0,41.0
mmu-let-7g-5p,28259.0,20843.0,17124.0,28579.0,38751.0,39538.0
mmu-let-7i-3p,47.0,166.0,66.0,38.0,71.0,88.0
mmu-let-7i-5p,65879.0,52008.0,41215.0,77651.0,117789.0,102428.0
mmu-let-7j,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-100-3p,15.0,6.0,3.0,7.0,10.0,6.0
mmu-miR-100-5p,7059.0,7431.0,2463.0,12853.0,12985.0,16952.0
mmu-miR-101a-3p/101b-3p/101c,41253.0,64567.0,34137.0,29774.0,30393.0,41986.0
mmu-miR-101a-5p,84.0,96.0,19.0,95.0,94.0,184.0
mmu-miR-101b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-103-1-5p/103-2-5p,5.0,4.0,2.0,0.0,9.0,10.0
mmu-miR-103-3p/107-3p,19773.0,17062.0,10215.0,12739.0,14354.0,17718.0
mmu-miR-105,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-106a-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-106a-5p,12.0,8.0,0.0,0.0,16.0,10.0
mmu-miR-106b-3p,393.0,243.0,170.0,411.0,454.0,532.0
mmu-miR-106b-5p,700.0,744.0,299.0,481.0,570.0,735.0
mmu-miR-107-5p,3.0,6.0,0.0,2.0,0.0,0.0
mmu-miR-10a-3p,494.0,430.0,137.0,412.0,477.0,625.0
mmu-miR-10a-5p,2031829.0,1921170.0,995806.0,3272116.0,3433750.0,4534059.0
mmu-miR-10b-3p,6.0,20.0,4.0,15.0,13.0,19.0
mmu-miR-10b-5p,83890.0,171525.0,59815.0,74889.0,67203.0,111188.0
mmu-miR-1187,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1188-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1188-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1190,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1191a,0.0,0.0,0.0,0.0,18.0,21.0
mmu-miR-1191b-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1191b-5p,12.0,24.0,16.0,35.0,24.0,35.0
mmu-miR-1192,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1193-3p,0.0,0.0,0.0,0.0,0.0,4.0
mmu-miR-1193-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1194,0.0,0.0,0.0,0.0,0.0,5.0
mmu-miR-1195,0.0,0.0,0.0,20.0,0.0,0.0
mmu-miR-1197-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1197-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1198-3p,3.0,4.0,0.0,11.0,6.0,16.0
mmu-miR-1198-5p,286.0,241.0,114.0,306.0,419.0,422.0
mmu-miR-1199-3p,5.0,6.0,0.0,8.0,8.0,10.0
mmu-miR-1199-5p,0.0,11.0,18.0,24.0,46.0,51.0
mmu-miR-12178-3p,0.0,0.0,0.0,10.0,13.0,14.0
mmu-miR-12178-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12179-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12180-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12181-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12181-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12182-3p,0.0,0.0,0.0,4.0,0.0,0.0
mmu-miR-12182-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12183-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12184-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12184-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12185-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12185-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12186-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12186-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12187-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12187-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12188-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12188-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12189-3p,0.0,0.0,0.0,0.0,0.0,3.0
mmu-miR-12190-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12191-3p,9.0,0.0,0.0,17.0,11.0,5.0
mmu-miR-12191-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12192-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12193-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12193-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12194-3p,0.0,0.0,0.0,5.0,0.0,0.0
mmu-miR-12195-3p,8.0,0.0,0.0,0.0,8.0,12.0
mmu-miR-12195-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12196-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12196-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12197-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12198-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12199-3p,18.0,14.0,8.0,18.0,32.0,21.0
mmu-miR-122-3p,0.0,0.0,0.0,0.0,4.0,2.0
mmu-miR-122-5p,22.0,54.0,36.0,137.0,403.0,250.0
mmu-miR-12200-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12200-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12201-3p,0.0,0.0,0.0,6.0,10.0,0.0
mmu-miR-12201-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12202-3p,4.0,0.0,0.0,3.0,0.0,6.0
mmu-miR-12202-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12203-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12203-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12204-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12205-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-12205-5p,5.0,0.0,0.0,0.0,5.0,0.0
mmu-miR-12206-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1224-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1224-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-122b-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1231-3p,0.0,0.0,0.0,8.0,4.0,0.0
mmu-miR-1231-5p,0.0,2.0,0.0,0.0,0.0,0.0
mmu-miR-124-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-124-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1247-3p,3.0,0.0,0.0,0.0,7.0,10.0
mmu-miR-1247-5p,0.0,48.0,31.0,209.0,298.0,215.0
mmu-miR-1249-3p,416.0,363.0,158.0,694.0,651.0,828.0
mmu-miR-1249-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-124b-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1251-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1251-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1258-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1258-5p,2.0,0.0,0.0,0.0,0.0,2.0
mmu-miR-125a-3p,48.0,56.0,29.0,140.0,205.0,202.0
mmu-miR-125a-5p,86924.0,62463.0,29395.0,232451.0,261477.0,278357.0
mmu-miR-125b-1-3p,393.0,234.0,121.0,710.0,906.0,1128.0
mmu-miR-125b-2-3p,1524.0,3227.0,1545.0,4353.0,4613.0,5651.0
mmu-miR-125b-5p,9560.0,7672.0,3204.0,27640.0,31409.0,36193.0
mmu-miR-1264-3p,161.0,88.0,39.0,114.0,120.0,181.0
mmu-miR-1264-5p,4.0,6.0,5.0,7.0,5.0,10.0
mmu-miR-126a-3p,77191.0,55299.0,21857.0,55697.0,72684.0,79035.0
mmu-miR-126a-5p,160292.0,96340.0,37654.0,33537.0,59881.0,39240.0
mmu-miR-126b-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-126b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-127-3p,4553.0,4562.0,1277.0,3586.0,3150.0,5114.0
mmu-miR-127-5p,15.0,31.0,12.0,21.0,5.0,26.0
mmu-miR-1271-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1271-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-128-1-5p,22.0,18.0,13.0,18.0,14.0,37.0
mmu-miR-128-2-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-128-3p,312.0,165.0,93.0,543.0,1206.0,590.0
mmu-miR-129-1-3p/129-2-3p,4.0,10.0,3.0,0.0,6.0,5.0
mmu-miR-129-5p,0.0,0.0,0.0,5.0,5.0,4.0
mmu-miR-1291,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1298-3p,48.0,46.0,31.0,32.0,30.0,37.0
mmu-miR-1298-5p,1455.0,1006.0,565.0,722.0,665.0,915.0
mmu-miR-129b-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-129b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1306-3p,0.0,0.0,0.0,8.0,18.0,18.0
mmu-miR-1306-5p,11.0,0.0,12.0,0.0,102.0,66.0
mmu-miR-130a-3p,10143.0,10595.0,2810.0,15592.0,18086.0,19721.0
mmu-miR-130a-5p,4.0,0.0,0.0,3.0,4.0,11.0
mmu-miR-130b-3p,313.0,249.0,45.0,687.0,991.0,871.0
mmu-miR-130b-5p,10.0,20.0,5.0,67.0,83.0,75.0
mmu-miR-130c,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-132-3p,122.0,166.0,93.0,104.0,184.0,141.0
mmu-miR-132-5p,10.0,12.0,4.0,12.0,14.0,21.0
mmu-miR-133a-3p/133b-3p,1334.0,7748.0,1535.0,12095.0,2280.0,29347.0
mmu-miR-133a-5p,6.0,22.0,7.0,16.0,3.0,43.0
mmu-miR-133b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-133c,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-134-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-134-5p,55.0,0.0,25.0,26.0,23.0,44.0
mmu-miR-135a-1-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-135a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-135a-5p,8.0,14.0,0.0,3.0,7.0,8.0
mmu-miR-135b-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-135b-5p,8.0,5.0,3.0,3.0,5.0,12.0
mmu-miR-136-3p,965.0,1136.0,337.0,302.0,298.0,454.0
mmu-miR-136-5p,129.0,173.0,50.0,162.0,151.0,236.0
mmu-miR-137-3p,0.0,2.0,0.0,0.0,0.0,6.0
mmu-miR-137-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-138-1-3p,0.0,0.0,0.0,7.0,0.0,0.0
mmu-miR-138-2-3p,0.0,0.0,0.0,3.0,0.0,0.0
mmu-miR-138-5p,31.0,23.0,6.0,9.0,25.0,44.0
mmu-miR-139-3p,13.0,9.0,0.0,64.0,45.0,90.0
mmu-miR-139-5p,101.0,124.0,25.0,148.0,209.0,236.0
mmu-miR-140-3p,6687.0,15323.0,12960.0,11042.0,11486.0,16369.0
mmu-miR-140-5p,712.0,827.0,215.0,588.0,539.0,855.0
mmu-miR-141-3p,103902.0,97163.0,31640.0,160544.0,147797.0,219725.0
mmu-miR-141-5p,153.0,189.0,110.0,204.0,219.0,273.0
mmu-miR-142a-3p,2064.0,2338.0,660.0,3450.0,3522.0,5359.0
mmu-miR-142a-5p,33724.0,23761.0,5512.0,49845.0,58542.0,72439.0
mmu-miR-142b,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-143-3p,412838.0,1120099.0,712542.0,1460653.0,1433349.0,2202540.0
mmu-miR-143-5p,228.0,287.0,216.0,394.0,439.0,609.0
mmu-miR-144-3p,2100.0,1577.0,465.0,3634.0,3644.0,4623.0
mmu-miR-144-5p,2780.0,1669.0,1547.0,1474.0,1590.0,1748.0
mmu-miR-145a-3p,3193.0,3329.0,1247.0,5279.0,6296.0,8131.0
mmu-miR-145a-5p,12046.0,16441.0,4713.0,13536.0,12741.0,24858.0
mmu-miR-145b,0.0,0.0,0.0,0.0,0.0,11.0
mmu-miR-146a-3p,5.0,0.0,0.0,0.0,8.0,0.0
mmu-miR-146a-5p,233220.0,140476.0,64331.0,355477.0,440253.0,463368.0
mmu-miR-146b-3p,9.0,13.0,6.0,22.0,26.0,22.0
mmu-miR-146b-5p,438586.0,265497.0,196634.0,324490.0,314006.0,383046.0
mmu-miR-147-3p,39.0,12.0,7.0,10.0,4.0,20.0
mmu-miR-147-5p,65.0,27.0,4.0,24.0,30.0,29.0
mmu-miR-148a-3p,51287.0,91800.0,48514.0,50982.0,56320.0,69507.0
mmu-miR-148a-5p,934.0,1213.0,829.0,924.0,951.0,1235.0
mmu-miR-148b-3p,9122.0,10711.0,4262.0,9549.0,10882.0,13075.0
mmu-miR-148b-5p,309.0,250.0,159.0,378.0,447.0,498.0
mmu-miR-149-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-149-5p,56.0,103.0,28.0,172.0,125.0,307.0
mmu-miR-150-3p,24.0,29.0,8.0,84.0,59.0,147.0
mmu-miR-150-5p,4467.0,3846.0,1059.0,12669.0,11000.0,18164.0
mmu-miR-151-3p,78278.0,56632.0,24275.0,97433.0,114379.0,122322.0
mmu-miR-151-5p,15398.0,11686.0,3774.0,42501.0,52155.0,56097.0
mmu-miR-152-3p,3392.0,2839.0,1536.0,3980.0,4591.0,5690.0
mmu-miR-152-5p,1409.0,1595.0,1030.0,627.0,713.0,734.0
mmu-miR-153-3p,363.0,389.0,100.0,354.0,451.0,518.0
mmu-miR-153-5p,26.0,10.0,6.0,6.0,11.0,21.0
mmu-miR-154-3p,0.0,0.0,0.0,0.0,2.0,2.0
mmu-miR-154-5p,0.0,13.0,0.0,9.0,6.0,6.0
mmu-miR-155-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-155-5p,616.0,628.0,284.0,716.0,587.0,808.0
mmu-miR-15a-3p,80.0,73.0,26.0,165.0,186.0,240.0
mmu-miR-15a-5p,1608.0,1737.0,511.0,2252.0,2462.0,3207.0
mmu-miR-15b-3p,156.0,149.0,54.0,67.0,69.0,102.0
mmu-miR-15b-5p,1815.0,1545.0,603.0,4029.0,4814.0,5203.0
mmu-miR-16-1-3p,80.0,86.0,54.0,75.0,76.0,107.0
mmu-miR-16-2-3p,113.0,77.0,36.0,79.0,140.0,149.0
mmu-miR-16-5p,96607.0,74972.0,23249.0,133586.0,148735.0,179841.0
mmu-miR-1668,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-17-3p,57.0,70.0,30.0,199.0,206.0,226.0
mmu-miR-17-5p,743.0,742.0,276.0,547.0,727.0,763.0
mmu-miR-181a-1-3p,1534.0,1332.0,679.0,722.0,858.0,989.0
mmu-miR-181a-2-3p,339.0,314.0,263.0,516.0,508.0,704.0
mmu-miR-181a-5p,437405.0,272951.0,229005.0,591031.0,687336.0,754396.0
mmu-miR-181b-1-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-181b-2-3p,0.0,0.0,0.0,0.0,0.0,8.0
mmu-miR-181b-5p,13077.0,11745.0,7977.0,20408.0,24249.0,26034.0
mmu-miR-181c-3p,472.0,745.0,418.0,528.0,573.0,731.0
mmu-miR-181c-5p,56734.0,57772.0,28903.0,46689.0,54750.0,61872.0
mmu-miR-181d-3p,0.0,5.0,0.0,0.0,0.0,0.0
mmu-miR-181d-5p,3911.0,3844.0,2432.0,4190.0,4940.0,5454.0
mmu-miR-182-3p,0.0,0.0,0.0,0.0,5.0,7.0
mmu-miR-182-5p,32110.0,27718.0,20497.0,27819.0,34880.0,36383.0
mmu-miR-183-3p,15.0,6.0,0.0,24.0,19.0,34.0
mmu-miR-183-5p,17958.0,17236.0,3545.0,11890.0,12798.0,14580.0
mmu-miR-1839-3p,210.0,166.0,85.0,126.0,143.0,208.0
mmu-miR-1839-5p,1640.0,1141.0,1079.0,2486.0,3091.0,3344.0
mmu-miR-184-3p,51.0,145.0,55.0,122.0,144.0,162.0
mmu-miR-184-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1843a-3p,19.0,26.0,14.0,87.0,82.0,84.0
mmu-miR-1843a-5p/1843b-5p,2339.0,1867.0,1302.0,2429.0,2815.0,3196.0
mmu-miR-1843b-3p,183.0,88.0,60.0,161.0,164.0,209.0
mmu-miR-185-3p,0.0,13.0,8.0,16.0,23.0,26.0
mmu-miR-185-5p,262.0,220.0,101.0,589.0,784.0,834.0
mmu-miR-186-3p,6.0,19.0,0.0,0.0,11.0,12.0
mmu-miR-186-5p,43988.0,32012.0,10367.0,34432.0,40094.0,44430.0
mmu-miR-187-3p,310.0,275.0,85.0,302.0,324.0,426.0
mmu-miR-187-5p,0.0,24.0,14.0,76.0,99.0,95.0
mmu-miR-188-3p,12.0,15.0,2.0,22.0,35.0,34.0
mmu-miR-188-5p,25.0,32.0,11.0,19.0,15.0,17.0
mmu-miR-1892,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1893,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1894-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1894-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1895,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1896,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1897-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1897-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1898,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1899,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-18a-3p,110.0,72.0,38.0,402.0,288.0,421.0
mmu-miR-18a-5p,82.0,66.0,15.0,50.0,62.0,84.0
mmu-miR-18b-3p,4.0,0.0,0.0,23.0,6.0,21.0
mmu-miR-18b-5p,6.0,6.0,0.0,5.0,0.0,10.0
mmu-miR-1900,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1901,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1902,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1903,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1904,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1905,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1906,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1907,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-190a-3p,10.0,18.0,3.0,7.0,12.0,5.0
mmu-miR-190a-5p,162.0,193.0,98.0,66.0,84.0,101.0
mmu-miR-190b-3p,0.0,0.0,0.0,8.0,7.0,8.0
mmu-miR-190b-5p,32.0,38.0,21.0,24.0,25.0,53.0
mmu-miR-191-3p,20.0,14.0,6.0,25.0,39.0,45.0
mmu-miR-191-5p,147321.0,100556.0,34453.0,185338.0,231499.0,219015.0
mmu-miR-1911-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1911-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1912-3p,53.0,42.0,13.0,57.0,35.0,59.0
mmu-miR-1912-5p,55.0,37.0,14.0,15.0,0.0,16.0
mmu-miR-192-3p,8.0,0.0,0.0,0.0,0.0,11.0
mmu-miR-192-5p,26406.0,23030.0,13005.0,17475.0,17932.0,23204.0
mmu-miR-1927,0.0,0.0,0.0,12.0,20.0,11.0
mmu-miR-1928,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1929-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1929-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1930-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1930-5p,0.0,0.0,0.0,0.0,0.0,2.0
mmu-miR-1931,0.0,0.0,0.0,0.0,0.0,0.0
